Mod name,Registry name,Item ID Name,Category,"Ingredient
Type",Type,Specific,Extra,Extra2,"Serving
Style",Cooked/Raw,
Brewin' and Chewin',brewinandchewin:scarlet_cheese_wedge,scarlet_cheese_wedge,ingredient,,cheese,wedge,scarlet,,,,
Brewin' and Chewin',brewinandchewin:scarlet_cheese_wheel,scarlet_cheese_wheel,ingredient,,cheese,wedge,scarlet,,,,
Brewin' and Chewin',brewinandchewin:scarlet_pierogies,scarlet_pierogies,meal,,pierogies,scarlet,,,,,
Brewin' and Chewin',brewinandchewin:steel_toe_stout,steel_toe_stout,drink,,alcohol,steel_toe_stout,,,,,
Brewin' and Chewin',brewinandchewin:strongroot_ale,strongroot_ale,drink,,alcohol,ale,strongroot,,,,
Brewin' and Chewin',brewinandchewin:vegetable_omelet,vegetable_omelet,meal,,omelet,vegetable,,,,,
Brewin' and Chewin',brewinandchewin:vodka,vodka,drink,,alcohol,vodka,,,,,
Brewin' and Chewin',brewinandchewin:withering_dross,withering_dross,drink,,alcohol,withering_dross,,,,,
ButchersDelightfoods,butchersdelightfoods:beefribs,beefribs,ingredient,meat,ribs,beef,,,,raw,
ButchersDelightfoods,butchersdelightfoods:beeftenderloin,beeftenderloin,ingredient,meat,tenderloin,beef,,,,raw,
ButchersDelightfoods,butchersdelightfoods:coockedbeeftenderloin,coockedbeeftenderloin,ingredient,meat,tenderloin,beef,,,,cooked,
ButchersDelightfoods,butchersdelightfoods:cooked_goat_loin,cooked_goat_loin,ingredient,meat,tenderloin,chevon,,,,cooked,
ButchersDelightfoods,butchersdelightfoods:cooked_goat_rack,cooked_goat_rack,ingredient,meat,rack,chevon,,,,cooked,
ButchersDelightfoods,butchersdelightfoods:cooked_goat_shank,cooked_goat_shank,ingredient,meat,shank,chevon,,,,cooked,
ButchersDelightfoods,butchersdelightfoods:cooked_ham,cooked_ham,ingredient,meat,ham,pork,,,,cooked,
ButchersDelightfoods,butchersdelightfoods:cooked_leg_cow,cooked_leg_cow,ingredient,meat,leg,beef,,,,cooked,
ButchersDelightfoods,butchersdelightfoods:cooked_llama_leg,cooked_llama_leg,ingredient,meat,leg,llama,,,,cooked,
ButchersDelightfoods,butchersdelightfoods:cooked_llama_loin,cooked_llama_loin,ingredient,meat,tenderloin,llama,,,,cooked,
ButchersDelightfoods,butchersdelightfoods:cooked_llama_ribs,cooked_llama_ribs,ingredient,meat,ribs,llama,,,,cooked,
ButchersDelightfoods,butchersdelightfoods:cooked_sheeploin,cooked_sheeploin,ingredient,meat,tenderloin,mutton,,,,cooked,
ButchersDelightfoods,butchersdelightfoods:cookedbeefribs,cookedbeefribs,ingredient,meat,ribs,beef,,,,cooked,
ButchersDelightfoods,butchersdelightfoods:cookedporkloin,cookedporkloin,ingredient,meat,tenderloin,pork,,,,cooked,
ButchersDelightfoods,butchersdelightfoods:cookedporkribs,cookedporkribs,ingredient,meat,ribs,pork,,,,cooked,
ButchersDelightfoods,butchersdelightfoods:cookedsheeprack,cookedsheeprack,ingredient,meat,rack,mutton,,,,cooked,
ButchersDelightfoods,butchersdelightfoods:cookedsheepshank,cookedsheepshank,ingredient,meat,shank,mutton,,,,cooked,
ButchersDelightfoods,butchersdelightfoods:goat_loin,goat_loin,ingredient,meat,loin,chevon,,,,raw,
ButchersDelightfoods,butchersdelightfoods:goat_shank,goat_shank,ingredient,meat,shank,chevon,,,,raw,
ButchersDelightfoods,butchersdelightfoods:goatrack,goatrack,ingredient,meat,rack,chevon,,,,raw,
ButchersDelightfoods,butchersdelightfoods:ham,ham,ingredient,meat,ham,pork,,,,raw,
ButchersDelightfoods,butchersdelightfoods:legcow,legcow,ingredient,meat,leg,beef,,,,raw,
ButchersDelightfoods,butchersdelightfoods:llama_leg,llama_leg,ingredient,meat,leg,llama,,,,raw,
ButchersDelightfoods,butchersdelightfoods:llama_loin,llama_loin,ingredient,meat,loin,llama,,,,raw,
ButchersDelightfoods,butchersdelightfoods:llamma_ribs,llamma_ribs,ingredient,meat,ribs,llama,,,,raw,
ButchersDelightfoods,butchersdelightfoods:porkloin,porkloin,ingredient,meat,tenderloin,pork,,,,raw,
ButchersDelightfoods,butchersdelightfoods:porkribs,porkribs,ingredient,meat,ribs,pork,,,,raw,
ButchersDelightfoods,butchersdelightfoods:sheeploin,sheeploin,ingredient,meat,tenderloin,mutton,,,,raw,
ButchersDelightfoods,butchersdelightfoods:sheeprack,sheeprack,ingredient,meat,rack,mutton,,,,raw,
ButchersDelightfoods,butchersdelightfoods:sheepshank,sheepshank,ingredient,meat,shank,mutton,,,,raw,
Caleb's Delight,calebs_delight:burrito,burrito,meal,,burrito,,,,,,
Caleb's Delight,calebs_delight:chip_salsa,chip_salsa,meal,,chip_with_dip,salsa,,,,,
Caleb's Delight,calebs_delight:cooked_ground_beef,cooked_ground_beef,ingredient,meat,ground_meat,beef,,,,cooked,
Caleb's Delight,calebs_delight:cooked_tortilla,cooked_tortilla,ingredient,,tortilla,soft,,,,,
Caleb's Delight,calebs_delight:ground_beef,ground_beef,ingredient,,ground_meat,beef,,,,raw,
Caleb's Delight,calebs_delight:salsa,salsa,ingredient,,dip,salsa,,,,,
Caleb's Delight,calebs_delight:taco,taco,meal,,taco,,,,,,
Caleb's Delight,calebs_delight:taco_shell,taco_shell,ingredient,,tortilla,hard,,,,,
Caleb's Delight,calebs_delight:tortilla,tortilla,ingredient,,tortilla,raw,,,,,
Caleb's Delight,calebs_delight:tortilla_chip,tortilla_chip,ingredient,,chips,tortilla,,,,,
Casualness Delight,casualness_delight:beef_noodles,beef_noodles,meal,,noodles,beef,,,,,
Casualness Delight,casualness_delight:bobo_chicken,bobo_chicken,meal,,bobo_chicken,,,,feast,,
Casualness Delight,casualness_delight:bowl_of_fried_dumpling,bowl_of_fried_dumpling,meal,,dumpling,fried,,,serving,,
Casualness Delight,casualness_delight:paper_wrapped_fish,paper_wrapped_fish,meal,,paper_wrapped_fish,,,,feast,,
Casualness Delight,casualness_delight:bowl_of_paper_wrapped_fish,bowl_of_paper_wrapped_fish,meal,,paper_wrapped_fish,,,,serving,,
Casualness Delight,casualness_delight:bowl_of_sweet_rice,bowl_of_sweet_rice,dessert,,sweet_rice,,,,serving,,
Casualness Delight,casualness_delight:cabbage_bobo_chicken,cabbage_bobo_chicken,meal,,bobo_chicken,cabbage,,,on_stick,,
Casualness Delight,casualness_delight:cheese_wheel_slice,cheese_wheel_slice,ingredient,,cheese,wedge,,,,,
Casualness Delight,casualness_delight:chicken_bobo_chicken,chicken_bobo_chicken,meal,,bobo_chicken,chicken,,,on_stick,,
Casualness Delight,casualness_delight:cooked_donkey_meat,cooked_donkey_meat,ingredient,,meat,donkey,,,,cooked,
Casualness Delight,casualness_delight:donkey_burger,donkey_burger,meal,,burger,donkey,,,,,
Casualness Delight,casualness_delight:fish_and_chips,fish_and_chips,meal,,fish_chips,,,,,,
Casualness Delight,casualness_delight:fried_chicken_chip,fried_chicken_chip,meal,,fried_chicken_chips,,,,,,
Casualness Delight,casualness_delight:fried_dumpling,fried_dumpling,meal,,dumpling,fried,,,,,
Casualness Delight,casualness_delight:fried_fish,fried_fish,meal,,fish,fried,,,,,
Casualness Delight,casualness_delight:gluten,gluten,ingredient,,gluten,sliced,,,,raw,
Casualness Delight,casualness_delight:gluten_skewer,gluten_skewer,ingredient,,gluten,on_stick,,,,raw,
Casualness Delight,casualness_delight:green_tongue,green_tongue,dessert,,popsicle,green_tongue,,,,,
Casualness Delight,casualness_delight:phantom_dumplings,phantom_dumplings,meal,,dumpling,phantom,,,,,
Casualness Delight,casualness_delight:phantom_puff,phantom_puff,meal,,puff,phantom,,,,,
Casualness Delight,casualness_delight:plate_of_fried_dumpling,plate_of_fried_dumpling,meal,,dumpling,fried,,,serving,,
Casualness Delight,casualness_delight:potato_bobo_chicken,potato_bobo_chicken,meal,,bobo_chicken,potato,,,,,
Casualness Delight,casualness_delight:potato_chip,potato_chip,meal,,chip,potato,,,,,
Casualness Delight,casualness_delight:potato_slice,potato_slice,ingredient,,potato,sliced,,,,,
Casualness Delight,casualness_delight:quiche_lorraine_slice,quiche_lorraine_slice,meal,,quiche,lorraine,,,,,
Casualness Delight,casualness_delight:raw_cabbage_bobo_chicken,raw_cabbage_bobo_chicken,ingredient,vegetable,cabbage,on_stick,,,,,
Casualness Delight,casualness_delight:raw_chicken_bobo_chicken,raw_chicken_bobo_chicken,ingredient,meat,chicken,,,,on_stick,raw,
Casualness Delight,casualness_delight:raw_donkey_meat,raw_donkey_meat,ingredient,meat,donkey,,,,,raw,
Casualness Delight,casualness_delight:raw_fried_dumpling,raw_fried_dumpling,ingredient,,dumpling,,,,,raw,
Casualness Delight,casualness_delight:raw_gluten,raw_gluten,ingredient,,gluten,,,,,raw,
Casualness Delight,casualness_delight:raw_potato_bobo_chicken,raw_potato_bobo_chicken,ingredient,vegetable,potato,on_stick,,,on_stick,raw,
Casualness Delight,casualness_delight:raw_spring_roll,raw_spring_roll,ingredient,,spring_roll,,,,,raw,
Casualness Delight,casualness_delight:roast_gluten,roast_gluten,meal,,gluten,cooked,,,,,
Casualness Delight,casualness_delight:spicy_strips,spicy_strips,meal,,spicy_strips,,,,,,
Casualness Delight,casualness_delight:spring_roll,spring_roll,meal,,spring_roll,cooked,,,,,
Casualness Delight,casualness_delight:stargazy_pie,stargazy_pie,meal,,pie,stargazy,,,feast,,
Casualness Delight,casualness_delight:stargazy_pie_slice,stargazy_pie_slice,meal,,pie,stargazy,,,slice,,
Casualness Delight,casualness_delight:sweet_rice,sweet_rice,dessert,,sweet_rice,,,,feast,,
Casualness Delight,casualness_delight:tonkatsu,tonkatsu,meal,,pork,deep_fried,,,,,
Casualness Delight,casualness_delight:yorkshire_pudding,yorkshire_pudding,dessert,,yorkshire_pudding,,,,,,
Collector's Reap,collectorsreap:adzuki_gummy,adzuki_gummy,candy,,gummy,adzuki,,,,,
Collector's Reap,collectorsreap:aloe_gummy,aloe_gummy,candy,,gummy,aloe,,,,,
Collector's Reap,collectorsreap:apple_gummy,apple_gummy,candy,,gummy,apple,,,,,
Collector's Reap,collectorsreap:baked_portobello_cap,baked_portobello_cap,ingredient,,mushroom,portobello,,,,cooked,
Collector's Reap,collectorsreap:banana_gummy,banana_gummy,candy,,gummy,banana,,,,,
Collector's Reap,collectorsreap:berry_limeade,berry_limeade,drink,,limeade,berry,,,,,
Collector's Reap,collectorsreap:black_tea_gummy,black_tea_gummy,candy,,gummy,tea,black,,,,
Collector's Reap,collectorsreap:candied_lime,candied_lime,candy,,candied_peel,lime,,,,,
Collector's Reap,collectorsreap:chocolate_arils,chocolate_arils,candy,,chocolate_dipped,pomegranate ,,,,,
Collector's Reap,collectorsreap:chocolate_gummy,chocolate_gummy,candy,,gummy,chocolate,,,,,
Collector's Reap,collectorsreap:cod_ceviche,cod_ceviche,meal,,ceviche,cod,,,,,
Collector's Reap,collectorsreap:coffee_gummy,coffee_gummy,candy,,gummy,coffee,,,,,
Collector's Reap,collectorsreap:crimson_carrot_roast,crimson_carrot_roast,meal,,roast,crimson_carrot,,,,,
Collector's Reap,collectorsreap:deluxe_salad,deluxe_salad,meal,,salad,deluxe,,,,,
Collector's Reap,collectorsreap:glazed_strider,glazed_strider,meal,,glazed_meat,strider,,,,,
Collector's Reap,collectorsreap:green_tea_gummy,green_tea_gummy,candy,,gummy,tea,green,,,,
Collector's Reap,collectorsreap:honey_lime_chicken,honey_lime_chicken,meal,,rice_dish,chicken,honey_lime,,,,
Collector's Reap,collectorsreap:lime,lime,crop,fruit,lime,,,,,,
Collector's Reap,collectorsreap:lime_cake,lime_cake,dessert,,cake,lime,,,,,
Collector's Reap,collectorsreap:lime_cake_slice,lime_cake_slice,dessert,,cake,lime,slice,,,,
Collector's Reap,collectorsreap:lime_cookie,lime_cookie,dessert,,cookie,lime,,,,,
Collector's Reap,collectorsreap:lime_green_tea,lime_green_tea,drink,,tea,green,lime,,,,
Collector's Reap,collectorsreap:lime_gummy,lime_gummy,candy,,gummy,lime,,,,,
Collector's Reap,collectorsreap:lime_ice_cream,lime_ice_cream,dessert,,ice_cream,lime,,,,,
Collector's Reap,collectorsreap:lime_milkshake,lime_milkshake,drink,,milkshake,lime,,,,,
Collector's Reap,collectorsreap:lime_pie,lime_pie,dessert,,pie,lime,,,feast,,
Collector's Reap,collectorsreap:lime_pie_slice,lime_pie_slice,meal,,pie,lime,,,slice,,
Collector's Reap,collectorsreap:lime_popsicle,lime_popsicle,dessert,,popsicle,lime,,,,,
Collector's Reap,collectorsreap:lime_seeds,lime_seeds,seed,,lime,,,,,,
Collector's Reap,collectorsreap:lime_slice,lime_slice,ingredient,,lime,slice,,,,,
Collector's Reap,collectorsreap:limeade,limeade,drink,,limeade,,,,,,
Collector's Reap,collectorsreap:mediterranean_salmon,mediterranean_salmon,meal,,fish,salmon,mediterranean,,,,
Collector's Reap,collectorsreap:melon_gummy,melon_gummy,candy,,gummy,melon,,,,,
Collector's Reap,collectorsreap:mint_gummy,mint_gummy,candy,,gummy,mint,,,,,
Collector's Reap,collectorsreap:mint_limeade,mint_limeade,drink,,limeade,mint,,,,,
Collector's Reap,collectorsreap:passionfruit_gummy,passionfruit_gummy,candy,,gummy,passionfruit,,,,,
Collector's Reap,collectorsreap:pink_limeade,pink_limeade,drink,,limeade,pomegranate,,,,,
Collector's Reap,collectorsreap:pomegranate,pomegranate,crop,fruit,pomegranate,,,,,,
Collector's Reap,collectorsreap:pomegranate_bean_salad,pomegranate_bean_salad,meal,,salad,pomegranate_bean,,,,,
Collector's Reap,collectorsreap:pomegranate_black_tea,pomegranate_black_tea,drink,,tea,black,pomegranate,,,,
Collector's Reap,collectorsreap:pomegranate_cake,pomegranate_cake,dessert,,cake,pomegranate,,,feast,,
Collector's Reap,collectorsreap:pomegranate_cake_slice,pomegranate_cake_slice,meal,,cake,pomegranate,,,slice,,
Collector's Reap,collectorsreap:pomegranate_chicken,pomegranate_chicken,meal,,pomegranate_chicken,,,,,,
Collector's Reap,collectorsreap:pomegranate_custard,pomegranate_custard,dessert,,custard,pomegranate,,,,,
Collector's Reap,collectorsreap:pomegranate_gummy,pomegranate_gummy,candy,,gummy,pomegranate,,,,,
Collector's Reap,collectorsreap:pomegranate_ice_cream,pomegranate_ice_cream,dessert,,ice_cream,pomegranate,,,,,
Collector's Reap,collectorsreap:pomegranate_milkshake,pomegranate_milkshake,drink,,milkshake,pomegranate,,,,,
Collector's Reap,collectorsreap:pomegranate_mutton,pomegranate_mutton,meal,,pomegranate_mutton,,,,,,
Collector's Reap,collectorsreap:pomegranate_pork,pomegranate_pork,meal,,pomegranate_pork,,,,,,
Collector's Reap,collectorsreap:pomegranate_seeds,pomegranate_seeds,seed,,pomegranate,,,,,,
Collector's Reap,collectorsreap:pomegranate_slice,pomegranate_slice,ingredient,,pomegranate,slice,,,,,
Collector's Reap,collectorsreap:pomegranate_smoothie,pomegranate_smoothie,drink,,smoothie,pomegranate,,,,,
Collector's Reap,collectorsreap:portobello,portobello,crop,vegetable,mushroom,portobello,,,,,
Collector's Reap,collectorsreap:portobello_burger,portobello_burger,meal,,burger,portobello,,,,,
Collector's Reap,collectorsreap:portobello_pasta,portobello_pasta,meal,,pasta,mushroom,portobello,,,,
Collector's Reap,collectorsreap:portobello_quiche,portobello_quiche,meal,,quiche,portobello,,,feast,,
Collector's Reap,collectorsreap:portobello_quiche_slice,portobello_quiche_slice,meal,,quiche,portobello,,,slice,,
Collector's Reap,collectorsreap:portobello_rice_soup,portobello_rice_soup,meal,,soup,portobello_rice,,,,,
Collector's Reap,collectorsreap:portobello_risotto,portobello_risotto,meal,,risotto,portobello,,,,,
Collector's Reap,collectorsreap:portobello_wrap,portobello_wrap,meal,,wrap,portobello,,,,,
Collector's Reap,collectorsreap:potato_fritters,potato_fritters,meal,,fritter,portobello,,,,,
Collector's Reap,collectorsreap:pumpkin_gummy,pumpkin_gummy,candy,,gummy,pumpkin,,,,,
Collector's Reap,collectorsreap:salmon_tartare,salmon_tartare,meal,,salmon_tartare,,,,,,
Collector's Reap,collectorsreap:spicy_grenadine_jelly,spicy_grenadine_jelly,meal,,spicy_grenadine_jelly,,,,,,
Collector's Reap,collectorsreap:strawberry_gummy,strawberry_gummy,candy,,gummy,strawberry,,,,,
Collector's Reap,collectorsreap:strawberry_jam_bun,strawberry_jam_bun,meal,,bun,strawberry,,,,,
Collector's Reap,collectorsreap:stuffed_portobello_cap,stuffed_portobello_cap,meal,,stuffed_mushroom,portobello,,,,,
Collector's Reap,collectorsreap:vanilla_gummy,vanilla_gummy,candy,,gummy,vanilla,,,,,
Collector's Reap,collectorsreap:yellow_tea_gummy,yellow_tea_gummy,candy,,gummy,tea,yellow,,,,
Collector's Reap,collectorsreap:yucca_gummy,yucca_gummy,candy,,gummy,yucca,,,,,
Corn Delight,corn_delight:boiled_corn,boiled_corn,ingredient,,corn,boiled,,,,,
Corn Delight,corn_delight:caramel_popcorn,caramel_popcorn,meal,,popcorn,caramel,,,,,
Corn Delight,corn_delight:classic_corn_dog,classic_corn_dog,meal,,corn_dog,classic,,,,,
Corn Delight,corn_delight:corn,corn,crop,vegetable,corn,,,,,,
Corn Delight,corn_delight:corn_dog,corn_dog,meal,,corn_dog,,,,,,
Corn Delight,corn_delight:corn_seeds,corn_seeds,seed,,corn,,,,,,
Corn Delight,corn_delight:corn_soup,corn_soup,meal,,soup,corn,,,,,
Corn Delight,corn_delight:cornbread,cornbread,meal,,bread,corn,,,,cooked,
Corn Delight,corn_delight:cornbread_batter,cornbread_batter,ingredient,,bread,corn,,,,raw,
Corn Delight,corn_delight:cornbread_stuffing,cornbread_stuffing,meal,,stuffing,corn_bread,,,,,
Corn Delight,corn_delight:creamed_corn,creamed_corn,ingredient,,corn,creamed,,,,,
Corn Delight,corn_delight:creamy_corn_drink,creamy_corn_drink,drink,,corn,creamy,,,,,
Corn Delight,corn_delight:grilled_corn,grilled_corn,meal,,corn,grilled,,,,,
Corn Delight,corn_delight:nachos_block,nachos_block,meal,,nachos,,,,feast,,
Corn Delight,corn_delight:nachos_bowl,nachos_bowl,meal,,nachos,,,,serving,,
Corn Delight,corn_delight:popcorn,popcorn,meal,,popcorn,,,,serving,,
Corn Delight,corn_delight:popcorn_box,popcorn_box,meal,,popcorn,,,,feast,,
Corn Delight,corn_delight:taco,taco,meal,,taco,,,,,,
Corn Delight,corn_delight:tortilla,tortilla,ingredient,,tortilla,,,,,,
Corn Delight,corn_delight:tortilla_chip,tortilla_chip,ingredient,,chip,tortilla,,,,,
Corn Delight,corn_delight:tortilla_raw,tortilla_raw,ingredient,,tortilla,,,,,raw,
Crabber's Delight,crabbersdelight:bisque,bisque,meal,,soup,bisque,,,,,
Crabber's Delight,crabbersdelight:clam,clam,ingredient,,clam,,,,feast,,
Crabber's Delight,crabbersdelight:clam_bake,clam_bake,meal,,bake,clam,,,,,
Crabber's Delight,crabbersdelight:clam_chowder,clam_chowder,meal,,soup,chowder,clam,,,,
Crabber's Delight,crabbersdelight:clawster,clawster,ingredient,meat,lobster,,,,feast,,
Crabber's Delight,crabbersdelight:cooked_clam_meat,cooked_clam_meat,ingredient,meat,clam,,,,,cooked,
Crabber's Delight,crabbersdelight:cooked_clawster,cooked_clawster,ingredient,meat,lobster,,,,feast,cooked,
Crabber's Delight,crabbersdelight:cooked_crab,cooked_crab,ingredient,meat,crab,,,,feast,cooked,
Crabber's Delight,crabbersdelight:cooked_pufferfish_slice,cooked_pufferfish_slice,ingredient,seafood,fish,pufferfish,,,slice,cooked,
Crabber's Delight,crabbersdelight:cooked_shrimp,cooked_shrimp,ingredient,seafood,shrimp,,,,,cooked,
Crabber's Delight,crabbersdelight:cooked_tropical_fish,cooked_tropical_fish,ingredient,seafood,fish,tropical_fish,,,,cooked,
Crabber's Delight,crabbersdelight:cooked_tropical_fish_slice,cooked_tropical_fish_slice,ingredient,seafood,fish,tropical_fish,,,slice,cooked,
Crabber's Delight,crabbersdelight:crab,crab,ingredient,meat,crab,,,,feast,raw,
Crabber's Delight,crabbersdelight:crab_cakes,crab_cakes,meal,,fish_cake,crab,,,,,
Crabber's Delight,crabbersdelight:crab_legs,crab_legs,ingredient,meat,leg,crab,,,,cooked,
Crabber's Delight,crabbersdelight:fish_stick,fish_stick,meal,,fish_cake,fish,,,,,
Crabber's Delight,crabbersdelight:kelp_shake,kelp_shake,drink,,milkshake,kelp,,,,,
Crabber's Delight,crabbersdelight:pufferfish_slice,pufferfish_slice,ingredient,meat,pufferfish,,,,slice,,
Crabber's Delight,crabbersdelight:raw_clam_meat,raw_clam_meat,ingredient,meat,fish,clam,,,,,
Crabber's Delight,crabbersdelight:seafood_gumbo,seafood_gumbo,meal,,gumbo,seafood,,,,,
Crabber's Delight,crabbersdelight:shrimp,shrimp,ingredient,meat,shrimp,,,,,raw,
Crabber's Delight,crabbersdelight:shrimp_skewer,shrimp_skewer,meal,,skewer,shrimp,,,,,
Crabber's Delight,crabbersdelight:stuffed_nautilus_shell,stuffed_nautilus_shell,meal,,stuffed_shell,nautilus,,,,,
Crabber's Delight,crabbersdelight:surf_and_turf,surf_and_turf,meal,,surf_and_turf,,,,,,
Crabber's Delight,crabbersdelight:tropical_fish_slice,tropical_fish_slice,ingredient,meat,tropical_fish,,,,slice,raw,
Cultural Delights,culturaldelights:avocado,avocado,crop,vegetable,avocado,,,,,,
Cultural Delights,culturaldelights:avocado_pit,avocado_pit,seed,,avocado,,,,,,
Cultural Delights,culturaldelights:avocado_toast,avocado_toast,meal,,toast,avocado,,,,,
Cultural Delights,culturaldelights:beef_burrito,beef_burrito,meal,,burrito,beef,,,,,
Cultural Delights,culturaldelights:calamari_roll,calamari_roll,meal,,sushi,calamari,,,feast,,
Cultural Delights,culturaldelights:chicken_roll,chicken_roll,meal,,sushi,chicken,,,feast,,
Cultural Delights,culturaldelights:chicken_roll_slice,chicken_roll_slice,meal,,sushi,chicken,,,slice,,
Cultural Delights,culturaldelights:chicken_taco,chicken_taco,meal,,taco,chicken,,,,,
Cultural Delights,culturaldelights:cooked_calamari,cooked_calamari,ingredient,meat,calamari,,,,,cooked,
Cultural Delights,culturaldelights:cooked_squid,cooked_squid,ingredient,meat,squid,,,,,cooked,
Cultural Delights,culturaldelights:corn_cob,corn_cob,ingredient,vegetable,corn,,,,,raw,
Cultural Delights,culturaldelights:corn_dough,corn_dough,ingredient,,dough,corn,,,,,
Cultural Delights,culturaldelights:corn_kernels,corn_kernels,seed,,corn,,,,,,
Cultural Delights,culturaldelights:creamed_corn,creamed_corn,ingredient,,corn,creamed,,,,,
Cultural Delights,culturaldelights:cucumber,cucumber,crop,vegetable,cucumber,,,,,,
Cultural Delights,culturaldelights:cucumber_seeds,cucumber_seeds,seed,,cucumber,,,,,,
Cultural Delights,culturaldelights:cut_avocado,cut_avocado,ingredient,,avocado,,,,slice,,
Cultural Delights,culturaldelights:cut_cucumber,cut_cucumber,ingredient,,cucumber,,,,slice,,
Cultural Delights,culturaldelights:cut_eggplant,cut_eggplant,ingredient,,eggplant,,,,slice,,
Cultural Delights,culturaldelights:cut_pickle,cut_pickle,ingredient,,pickle,,,,slice,,
Cultural Delights,culturaldelights:egg_roll,egg_roll,meal,,sushi,egg,,,,,
Cultural Delights,culturaldelights:eggplant,eggplant,crop,,eggplant,,,,,,
Cultural Delights,culturaldelights:eggplant_burger,eggplant_burger,meal,,burger,eggplant,,,,,
Cultural Delights,culturaldelights:eggplant_seeds,eggplant_seeds,seed,,eggplant,,,,,,
Cultural Delights,culturaldelights:elote,elote,meal,,elote,,,,,,
Cultural Delights,culturaldelights:empanada,empanada,meal,,empanada,,,,,,
Cultural Delights,culturaldelights:exotic_roll_medley,exotic_roll_medley,meal,,sushi,exotic,,,,,
Cultural Delights,culturaldelights:fish_taco,fish_taco,meal,,taco,fish,,,,,
Cultural Delights,culturaldelights:fried_eggplant_pasta,fried_eggplant_pasta,meal,,pasta,eggplant,,,,,
Cultural Delights,culturaldelights:glow_squid,glow_squid,ingredient,meat,squid,glow,,,,,
Cultural Delights,culturaldelights:hearty_salad,hearty_salad,meal,,salad,hearty,,,,,
Cultural Delights,culturaldelights:midori_roll,midori_roll,meal,,sushi,midori,,,feast,,
Cultural Delights,culturaldelights:midori_roll_slice,midori_roll_slice,meal,,sushi,midori,,,slice,,
